n_cycles,stiffness,n_measurements,hysteresis_area
,,,0.0
1.0,,,0.0004011139499651706
1000.0,,,0.0012243558070854643
2000.0,,,0.0012224615827216567
3000.0,,,0.0036827094766282986
4000.0,,,0.003215709277883283
5000.0,,,0.0032827050602648455
6000.0,,,0.004185173182056912
7000.0,,,0.003114618552544357
8000.0,,,0.0048674298858868426
9000.0,,,0.0037090820190588403
10000.0,,,0.006203066221001974
11000.0,,,0.0036597915162615013
12000.0,,,0.005588462472261524
13000.0,,,0.00624393634695708
14000.0,,,0.006134793817387907
15000.0,,,0.008004572878270944
16000.0,,,0.0050452404341219115
17000.0,,,0.006162395870604964
18000.0,,,0.0061286487380138865
19000.0,,,0.006637879987783313
20000.0,,,0.004987970756904492
21000.0,,,0.008503359066178273
22000.0,,,0.006124958114166468
23000.0,,,0.0070882943318326674
24000.0,,,0.008537606372998718
25000.0,,,0.007907825756379605
26000.0,,,0.007921957697558657
27000.0,,,0.007441190343716153
28000.0,,,0.007610140968719037
29000.0,,,0.006310450226628239
30000.0,,,0.007344331501309309
31000.0,,,0.007867522060240217
32000.0,,,0.007109472553338048
33000.0,,,0.008895683963620726
34000.0,,,0.007684247678053202
35000.0,,,0.008105868989920717
36000.0,,,0.008056667654377181
37000.0,,,0.007427268524026642
38000.0,,,0.00864008412380457
39000.0,,,0.008703440097083792
40000.0,,,0.007780919893161986
41000.0,,,0.008883152298539532
42000.0,,,0.008184790162278244
43000.0,,,0.00987865086605133
44000.0,,,0.010986154818252825
45000.0,,,0.010920580866620178
46000.0,,,0.009259359124852207
47000.0,,,0.009002550846322732
48000.0,,,0.01001154812633609
49000.0,,,0.010198026148647177
50000.0,,,0.010742047441248737
51000.0,,,0.009895411306813706
52000.0,,,0.010177548589788588
53000.0,,,0.01268407892045964
54000.0,,,0.009829816136833536
55000.0,,,0.010379731414954074
56000.0,,,0.012231134210854533
57000.0,,,0.011095200658847837
58000.0,,,0.010491065962690449
59000.0,,,0.009951600800545357
60000.0,,,0.012128201939724637
61000.0,,,0.011148392148789377
62000.0,,,0.010037059400797688
63000.0,,,0.011368980218765756
64000.0,,,0.008227187448289763
65000.0,,,0.010236690515590396
66000.0,,,0.010146872530809148
67000.0,,,0.010931532172584024
68000.0,,,0.010863315516288274
69000.0,,,0.012426319618196846
70000.0,,,0.012133891527903451
71000.0,,,0.011684348318011128
72000.0,,,0.011620670738035077
73000.0,,,0.012937655253300928
74000.0,,,0.010780618335928693
75000.0,,,0.012972404921767211
76000.0,,,0.010307567265064765
77000.0,,,0.01183751117084575
78000.0,,,0.011086048387841885
79000.0,,,0.011673436064133291
80000.0,,,0.011854653290177986
81000.0,,,0.010768470157682009
82000.0,,,0.012642000989929292
83000.0,,,0.011743243661248792
84000.0,,,0.011944167152665441
85000.0,,,0.011855413083004418
86000.0,,,0.0131259944608344
87000.0,,,0.011244966281676705
88000.0,,,0.011649269151102759
89000.0,,,0.012943059152274339
90000.0,,,0.01297974789014833
91000.0,,,0.012120414613597585
92000.0,,,0.013048667205485254
93000.0,,,0.01266091180680018
94000.0,,,0.012856237432015138
95000.0,,,0.012379476570147707
96000.0,,,0.012247731813014529
97000.0,,,0.013688334795493251
98000.0,,,0.014376995050910502
99000.0,,,0.013135780270266961
100000.0,,,0.012321602495931838
101000.0,,,0.012507703777437262
