260;0.7040306
247;3.827441
234;22.0487
221;129.1824
208;693.6576
195;2962.785
182;9893.75
169;29443.6
156;87758.84
143;277571.1
130;960434.6
117;3729328
104;16748966
91;90652896
78;627649860
65;6095929900
52;96908632000
39;3.36746E+12
26;5.89715E+14
13;2.37E+18
