Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,3.434443359,0.789721322,,,,,,,,,,,,,
1,3.434055664,0.791246828,,,,,,,,,,,,,
1,3.439335205,0.792630366,,,,,,,,,,,,,
1,3.442137207,0.792711973,,,,,,,,,,,,,
1,3.445348145,0.794388354,,,,,,,,,,,,,
1,3.45080835,0.795076019,,,,,,,,,,,,,
1,3.45537207,0.797346933,,,,,,,,,,,,,
1,3.462570313,0.800042646,,,,,,,,,,,,,
1,3.473134521,0.801818096,,,,,,,,,,,,,
1,3.48629126,0.805690535,,,,,,,,,,,,,
1,3.500057129,0.808039331,,,,,,,,,,,,,
1,3.526744629,0.813040475,,,,,,,,,,,,,
1,3.546814209,0.819634239,,,,,,,,,,,,,
1,3.586345459,0.827987853,,,,,,,,,,,,,
1,3.621,0.835222716,,,,,,,,,,,,,
1,3.672291504,0.846770068,,,,,,,,,,,,,
1,3.718894287,0.857431034,,,,,,,,,,,,,
1,3.776539795,0.872009259,,,,,,,,,,,,,
1,3.842981445,0.887164846,,,,,,,,,,,,,
1,3.904375244,0.905101013,,,,,,,,,,,,,
1,3.968454834,0.922505569,,,,,,,,,,,,,
1,4.043531982,0.944803993,,,,,,,,,,,,,
1,4.118457031,0.964508159,,,,,,,,,,,,,
1,4.184065918,0.986957224,,,,,,,,,,,,,
1,4.255052734,1.010548323,,,,,,,,,,,,,
1,4.325510254,1.038649702,,,,,,,,,,,,,
1,4.394121582,1.062879688,,,,,,,,,,,,,
1,4.45765625,1.088472083,,,,,,,,,,,,,
1,4.520351074,1.11428462,,,,,,,,,,,,,
1,4.588713867,1.141280634,,,,,,,,,,,,,
1,4.64657959,1.16797688,,,,,,,,,,,,,
1,4.709694824,1.194659271,,,,,,,,,,,,,
1,4.766735352,1.220952719,,,,,,,,,,,,,
1,4.818452148,1.24645303,,,,,,,,,,,,,
1,4.867793945,1.270700945,,,,,,,,,,,,,
1,4.913355469,1.29667751,,,,,,,,,,,,,
1,4.960075195,1.321152551,,,,,,,,,,,,,
1,4.996993164,1.344114193,,,,,,,,,,,,,
1,5.03608252,1.366893994,,,,,,,,,,,,,
1,5.06302002,1.387321623,,,,,,,,,,,,,
1,5.087553223,1.406189753,,,,,,,,,,,,,
1,5.106451172,1.424387447,,,,,,,,,,,,,
1,5.124257324,1.438131905,,,,,,,,,,,,,
1,5.130655762,1.449983218,,,,,,,,,,,,,
1,5.128012207,1.461941749,,,,,,,,,,,,,
1,5.110455566,1.467601163,,,,,,,,,,,,,
1,5.078828125,1.468403614,,,,,,,,,,,,,
1,5.035269531,1.464383677,,,,,,,,,,,,,
1,4.960201172,1.453519217,,,,,,,,,,,,,
1,4.881076172,1.439881278,,,,,,,,,,,,,
1,4.770952637,1.419783686,,,,,,,,,,,,,
1,4.640026855,1.392895007,,,,,,,,,,,,,
1,4.488557129,1.361676375,,,,,,,,,,,,,
1,4.328183105,1.327929669,,,,,,,,,,,,,
1,4.161258789,1.291358843,,,,,,,,,,,,,
1,3.987413818,1.252224669,,,,,,,,,,,,,
1,3.821181152,1.212363015,,,,,,,,,,,,,
1,3.656633789,1.17492117,,,,,,,,,,,,,
1,3.499115967,1.135067199,,,,,,,,,,,,,
1,3.33624707,1.096899738,,,,,,,,,,,,,
2,3.182121338,1.059025875,,,,,,,,,,,,,
2,3.035415283,1.023155404,,,,,,,,,,,,,
2,2.893962646,0.986417755,,,,,,,,,,,,,
2,2.765450928,0.952881586,,,,,,,,,,,,,
2,2.637595703,0.922081992,,,,,,,,,,,,,
2,2.533732178,0.891541305,,,,,,,,,,,,,
2,2.439272461,0.868786068,,,,,,,,,,,,,
2,2.364116943,0.84421935,,,,,,,,,,,,,
2,2.308562988,0.829090946,,,,,,,,,,,,,
2,2.279438965,0.819881272,,,,,,,,,,,,,
2,2.267785156,0.811986974,,,,,,,,,,,,,
2,2.278984131,0.81113429,,,,,,,,,,,,,
2,2.309093018,0.814280298,,,,,,,,,,,,,
2,2.354374268,0.821676163,,,,,,,,,,,,,
2,2.418776855,0.83138718,,,,,,,,,,,,,
2,2.49878125,0.846293929,,,,,,,,,,,,,
2,2.59049585,0.864515081,,,,,,,,,,,,,
2,2.699855713,0.883644796,,,,,,,,,,,,,
2,2.819096191,0.907878217,,,,,,,,,,,,,
2,2.948202881,0.935620454,,,,,,,,,,,,,
2,3.089150391,0.964209787,,,,,,,,,,,,,
2,3.238759521,0.993905589,,,,,,,,,,,,,
2,3.390847412,1.028059516,,,,,,,,,,,,,
2,3.547928711,1.063619158,,,,,,,,,,,,,
2,3.705281738,1.099478104,,,,,,,,,,,,,
2,3.865547363,1.136655337,,,,,,,,,,,,,
2,4.022947266,1.174923731,,,,,,,,,,,,,
2,4.18229834,1.212968375,,,,,,,,,,,,,
2,4.335186035,1.252841554,,,,,,,,,,,,,
2,4.48010791,1.291200169,,,,,,,,,,,,,
2,4.620561035,1.329011749,,,,,,,,,,,,,
2,4.754862305,1.366579905,,,,,,,,,,,,,
2,4.881123047,1.403741655,,,,,,,,,,,,,
2,4.996313477,1.439484186,,,,,,,,,,,,,
2,5.107101074,1.473640674,,,,,,,,,,,,,
2,5.203852051,1.508402871,,,,,,,,,,,,,
2,5.286603027,1.541222562,,,,,,,,,,,,,
2,5.358927246,1.570916502,,,,,,,,,,,,,
2,5.413495605,1.599332318,,,,,,,,,,,,,
2,5.463341797,1.625087811,,,,,,,,,,,,,
2,5.482605957,1.648583682,,,,,,,,,,,,,
2,5.492706055,1.668249839,,,,,,,,,,,,,
2,5.482210938,1.678364351,,,,,,,,,,,,,
2,5.454166016,1.686751493,,,,,,,,,,,,,
2,5.415619141,1.686969073,,,,,,,,,,,,,
2,5.359658691,1.682665199,,,,,,,,,,,,,
2,5.278750977,1.670908183,,,,,,,,,,,,,
2,5.168943848,1.652523177,,,,,,,,,,,,,
2,5.052777344,1.630357583,,,,,,,,,,,,,
2,4.904268066,1.600175747,,,,,,,,,,,,,
2,4.748693848,1.567128347,,,,,,,,,,,,,
2,4.585546387,1.529657515,,,,,,,,,,,,,
2,4.41509375,1.490873401,,,,,,,,,,,,,
2,4.235016602,1.451115357,,,,,,,,,,,,,
2,4.058542236,1.410241355,,,,,,,,,,,,,
2,3.879096191,1.366810873,,,,,,,,,,,,,
2,3.7105979,1.325162128,,,,,,,,,,,,,
2,3.542547607,1.283645281,,,,,,,,,,,,,
2,3.378709229,1.242255443,,,,,,,,,,,,,
3,3.217883545,1.20095117,,,,,,,,,,,,,
3,3.062878174,1.162619796,,,,,,,,,,,,,
3,2.91207373,1.123962924,,,,,,,,,,,,,
3,2.772221436,1.086179516,,,,,,,,,,,,,
3,2.644328369,1.050992287,,,,,,,,,,,,,
3,2.532459229,1.020599157,,,,,,,,,,,,,
3,2.439168213,0.994200236,,,,,,,,,,,,,
3,2.366031494,0.973098329,,,,,,,,,,,,,
3,2.313188965,0.956100936,,,,,,,,,,,,,
3,2.285339355,0.944646483,,,,,,,,,,,,,
3,2.279244629,0.939555815,,,,,,,,,,,,,
3,2.289312256,0.937002536,,,,,,,,,,,,,
3,2.318965332,0.941158039,,,,,,,,,,,,,
3,2.373110107,0.947667286,,,,,,,,,,,,,
3,2.435768555,0.961021287,,,,,,,,,,,,,
3,2.520843994,0.97410829,,,,,,,,,,,,,
3,2.61825415,0.99330279,,,,,,,,,,,,,
3,2.73357666,1.015999936,,,,,,,,,,,,,
3,2.86526416,1.040719566,,,,,,,,,,,,,
3,3.005803955,1.070881612,,,,,,,,,,,,,
3,3.154010254,1.10145018,,,,,,,,,,,,,
3,3.308195801,1.133742626,,,,,,,,,,,,,
3,3.460998047,1.171233947,,,,,,,,,,,,,
3,3.624153809,1.205625827,,,,,,,,,,,,,
3,3.771289307,1.241190708,,,,,,,,,,,,,
3,3.936172363,1.280270983,,,,,,,,,,,,,
3,4.09300708,1.319720643,,,,,,,,,,,,,
3,4.251627441,1.358126174,,,,,,,,,,,,,
3,4.401611816,1.396919368,,,,,,,,,,,,,
3,4.548398926,1.436530147,,,,,,,,,,,,,
3,4.689518555,1.474202028,,,,,,,,,,,,,
3,4.821810059,1.511892304,,,,,,,,,,,,,
3,4.954077637,1.550159184,,,,,,,,,,,,,
3,5.075618652,1.586085884,,,,,,,,,,,,,
3,5.18740918,1.620299648,,,,,,,,,,,,,
3,5.291479004,1.655112603,,,,,,,,,,,,,
3,5.384902832,1.687649987,,,,,,,,,,,,,
3,5.467478516,1.717624371,,,,,,,,,,,,,
3,5.533717773,1.746054739,,,,,,,,,,,,,
3,5.583600098,1.771746203,,,,,,,,,,,,,
3,5.613921387,1.793242176,,,,,,,,,,,,,
3,5.623317383,1.807946013,,,,,,,,,,,,,
3,5.611828613,1.815824304,,,,,,,,,,,,,
3,5.577903809,1.819515601,,,,,,,,,,,,,
3,5.532528809,1.817908138,,,,,,,,,,,,,
3,5.463371582,1.80716149,,,,,,,,,,,,,
3,5.370600098,1.79252727,,,,,,,,,,,,,
3,5.260749023,1.773476601,,,,,,,,,,,,,
3,5.126672363,1.745886286,,,,,,,,,,,,,
3,4.973733398,1.714122249,,,,,,,,,,,,,
3,4.81084668,1.678059576,,,,,,,,,,,,,
3,4.634077637,1.640626462,,,,,,,,,,,,,
3,4.455730957,1.59955991,,,,,,,,,,,,,
3,4.276078613,1.555673894,,,,,,,,,,,,,
3,4.090612793,1.513732946,,,,,,,,,,,,,
3,3.902849854,1.46820955,,,,,,,,,,,,,
3,3.719996094,1.423619222,,,,,,,,,,,,,
3,3.539377686,1.377608627,,,,,,,,,,,,,
3,3.356213867,1.331910491,,,,,,,,,,,,,
3,3.192978271,1.286592335,,,,,,,,,,,,,
4,3.023187744,1.245982479,,,,,,,,,,,,,
4,2.863449463,1.202612417,,,,,,,,,,,,,
4,2.711570557,1.163303154,,,,,,,,,,,,,
4,2.575494141,1.125229523,,,,,,,,,,,,,
4,2.455806152,1.091486542,,,,,,,,,,,,,
4,2.35202417,1.060986542,,,,,,,,,,,,,
4,2.277125488,1.036950271,,,,,,,,,,,,,
4,2.212918457,1.018540934,,,,,,,,,,,,,
4,2.184170898,1.007008948,,,,,,,,,,,,,
4,2.171668213,0.998570817,,,,,,,,,,,,,
4,2.18355542,0.99544262,,,,,,,,,,,,,
4,2.210880615,0.998476869,,,,,,,,,,,,,
4,2.25826001,1.005659229,,,,,,,,,,,,,
4,2.322941895,1.015944406,,,,,,,,,,,,,
4,2.410442139,1.031475491,,,,,,,,,,,,,
4,2.511313721,1.048996346,,,,,,,,,,,,,
4,2.630618408,1.072456362,,,,,,,,,,,,,
4,2.761522217,1.099958317,,,,,,,,,,,,,
4,2.903307861,1.128420583,,,,,,,,,,,,,
4,3.053415771,1.158048166,,,,,,,,,,,,,
4,3.207118896,1.193527482,,,,,,,,,,,,,
4,3.366259033,1.228885376,,,,,,,,,,,,,
4,3.525264648,1.2644995,,,,,,,,,,,,,
4,3.685431885,1.302767545,,,,,,,,,,,,,
4,3.848358154,1.340793795,,,,,,,,,,,,,
4,4.005584229,1.380356378,,,,,,,,,,,,,
4,4.168672363,1.421735738,,,,,,,,,,,,,
