Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,5.909554199,2.743472112,,,,,,,,,,,,,
1,5.910852539,2.752855886,,,,,,,,,,,,,
1,5.916790039,2.76347599,,,,,,,,,,,,,
1,5.917004395,2.77132378,,,,,,,,,,,,,
1,5.921625977,2.780858194,,,,,,,,,,,,,
1,5.926088867,2.79024546,,,,,,,,,,,,,
1,5.929788086,2.799778711,,,,,,,,,,,,,
1,5.942546387,2.81204097,,,,,,,,,,,,,
1,5.98151416,2.829293953,,,,,,,,,,,,,
1,6.018704102,2.849457087,,,,,,,,,,,,,
1,6.055894531,2.871883567,,,,,,,,,,,,,
1,6.097879395,2.896172227,,,,,,,,,,,,,
1,6.139475098,2.919933526,,,,,,,,,,,,,
1,6.177600586,2.947604517,,,,,,,,,,,,,
1,6.212123535,2.974543022,,,,,,,,,,,,,
1,6.239030273,3.005440813,,,,,,,,,,,,,
1,6.26634375,3.033238696,,,,,,,,,,,,,
1,6.28560791,3.06255999,,,,,,,,,,,,,
1,6.296469727,3.091331571,,,,,,,,,,,,,
1,6.305119629,3.118802095,,,,,,,,,,,,,
1,6.307777832,3.146351548,,,,,,,,,,,,,
1,6.307686035,3.170950804,,,,,,,,,,,,,
1,6.30550293,3.195014084,,,,,,,,,,,,,
1,6.293132813,3.218608908,,,,,,,,,,,,,
1,6.278432129,3.238701494,,,,,,,,,,,,,
1,6.256788574,3.254451556,,,,,,,,,,,,,
1,6.232567871,3.267958527,,,,,,,,,,,,,
1,6.20529248,3.2796124,,,,,,,,,,,,,
1,6.180029297,3.290067893,,,,,,,,,,,,,
2,6.154080566,3.299010918,,,,,,,,,,,,,
2,6.12888916,3.308206564,,,,,,,,,,,,,
2,6.10810791,3.316093935,,,,,,,,,,,,,
2,6.090657227,3.323514247,,,,,,,,,,,,,
2,6.080429199,3.332266351,,,,,,,,,,,,,
2,6.075939453,3.343596123,,,,,,,,,,,,,
2,6.076454102,3.354288638,,,,,,,,,,,,,
2,6.086238281,3.367727622,,,,,,,,,,,,,
2,6.101583008,3.382258117,,,,,,,,,,,,,
2,6.116337891,3.400819609,,,,,,,,,,,,,
2,6.149629883,3.420318011,,,,,,,,,,,,,
2,6.185658203,3.444660222,,,,,,,,,,,,,
2,6.219782715,3.468481591,,,,,,,,,,,,,
2,6.25128125,3.496348858,,,,,,,,,,,,,
2,6.282795898,3.52361775,,,,,,,,,,,,,
2,6.308962891,3.552170703,,,,,,,,,,,,,
2,6.32471875,3.578832373,,,,,,,,,,,,,
2,6.338411133,3.607710823,,,,,,,,,,,,,
2,6.34709375,3.635293338,,,,,,,,,,,,,
2,6.353567383,3.659668611,,,,,,,,,,,,,
2,6.346844727,3.683998948,,,,,,,,,,,,,
2,6.342243164,3.70712881,,,,,,,,,,,,,
2,6.331623047,3.728189506,,,,,,,,,,,,,
2,6.31159668,3.746509319,,,,,,,,,,,,,
2,6.297941406,3.761818865,,,,,,,,,,,,,
2,6.263775391,3.772728378,,,,,,,,,,,,,
2,6.234843262,3.783636494,,,,,,,,,,,,,
2,6.206130859,3.790906398,,,,,,,,,,,,,
3,6.183018555,3.797966521,,,,,,,,,,,,,
3,6.157099121,3.806555178,,,,,,,,,,,,,
3,6.139592285,3.813376883,,,,,,,,,,,,,
3,6.12398291,3.82134039,,,,,,,,,,,,,
3,6.115007813,3.827300621,,,,,,,,,,,,,
3,6.110313477,3.840173595,,,,,,,,,,,,,
3,6.11173584,3.849646077,,,,,,,,,,,,,
3,6.119324219,3.862640122,,,,,,,,,,,,,
3,6.136333984,3.877593437,,,,,,,,,,,,,
3,6.162533691,3.896611044,,,,,,,,,,,,,
3,6.190745117,3.9190026,,,,,,,,,,,,,
3,6.224877441,3.94084258,,,,,,,,,,,,,
3,6.258219238,3.965732642,,,,,,,,,,,,,
3,6.291075684,3.991781268,,,,,,,,,,,,,
3,6.322402344,4.019553307,,,,,,,,,,,,,
3,6.344958496,4.047323018,,,,,,,,,,,,,
3,6.365986816,4.073726945,,,,,,,,,,,,,
3,6.380849609,4.100385588,,,,,,,,,,,,,
3,6.38944873,4.128789995,,,,,,,,,,,,,
3,6.39397998,4.15319996,,,,,,,,,,,,,
3,6.389085449,4.177467432,,,,,,,,,,,,,
3,6.387882813,4.198277835,,,,,,,,,,,,,
3,6.366327148,4.218040034,,,,,,,,,,,,,
3,6.352333496,4.234932363,,,,,,,,,,,,,
3,6.333441895,4.247333854,,,,,,,,,,,,,
3,6.304473633,4.259419627,,,,,,,,,,,,,
3,6.275027344,4.267080687,,,,,,,,,,,,,
3,6.248659668,4.273794126,,,,,,,,,,,,,
4,6.214376465,4.279902205,,,,,,,,,,,,,
4,6.19348291,4.282796755,,,,,,,,,,,,,
4,6.170221191,4.289180506,,,,,,,,,,,,,
4,6.145686523,4.29489417,,,,,,,,,,,,,
4,6.141147461,4.302130081,,,,,,,,,,,,,
4,6.129680664,4.310394172,,,,,,,,,,,,,
4,6.129585449,4.319985397,,,,,,,,,,,,,
4,6.139860352,4.331279546,,,,,,,,,,,,,
4,6.164345215,4.345695954,,,,,,,,,,,,,
4,6.186544922,4.363826476,,,,,,,,,,,,,
4,6.21759375,4.384002183,,,,,,,,,,,,,
4,6.255168945,4.406531341,,,,,,,,,,,,,
4,6.291537598,4.431647249,,,,,,,,,,,,,
4,6.324787109,4.45675524,,,,,,,,,,,,,
4,6.353779785,4.482889548,,,,,,,,,,,,,
4,6.379501465,4.510125145,,,,,,,,,,,,,
4,6.401172363,4.534923937,,,,,,,,,,,,,
4,6.418200684,4.562101327,,,,,,,,,,,,,
4,6.42911084,4.588079173,,,,,,,,,,,,,
4,6.435435059,4.611182492,,,,,,,,,,,,,
4,6.434230469,4.635144025,,,,,,,,,,,,,
4,6.427095703,4.652853124,,,,,,,,,,,,,
4,6.417024414,4.67192661,,,,,,,,,,,,,
4,6.394696289,4.685730673,,,,,,,,,,,,,
4,6.369306641,4.697672091,,,,,,,,,,,,,
4,6.340654785,4.705422092,,,,,,,,,,,,,
4,6.311989258,4.711044487,,,,,,,,,,,,,
4,6.28189502,4.717165604,,,,,,,,,,,,,
5,6.250682129,4.722226411,,,,,,,,,,,,,
5,6.22601709,4.726679996,,,,,,,,,,,,,
5,6.205625,4.729135893,,,,,,,,,,,,,
5,6.18457666,4.734085407,,,,,,,,,,,,,
5,6.173476563,4.738972522,,,,,,,,,,,,,
5,6.162636719,4.745721817,,,,,,,,,,,,,
5,6.174733887,4.755770322,,,,,,,,,,,,,
5,6.181233398,4.764628597,,,,,,,,,,,,,
5,6.192670898,4.779470619,,,,,,,,,,,,,
5,6.223117188,4.795105197,,,,,,,,,,,,,
5,6.254650391,4.815288819,,,,,,,,,,,,,
5,6.289777344,4.837140907,,,,,,,,,,,,,
5,6.324245117,4.862130154,,,,,,,,,,,,,
5,6.366786621,4.885316361,,,,,,,,,,,,,
5,6.397636719,4.911280237,,,,,,,,,,,,,
5,6.422677246,4.936247133,,,,,,,,,,,,,
5,6.440277832,4.962126259,,,,,,,,,,,,,
5,6.459523926,4.986407235,,,,,,,,,,,,,
5,6.469581055,5.010103341,,,,,,,,,,,,,
5,6.477058594,5.03210118,,,,,,,,,,,,,
5,6.478408691,5.052552558,,,,,,,,,,,,,
5,6.4743125,5.071877968,,,,,,,,,,,,,
5,6.458894043,5.085418001,,,,,,,,,,,,,
5,6.435766602,5.098738708,,,,,,,,,,,,,
5,6.412288574,5.108511541,,,,,,,,,,,,,
5,6.381066895,5.116561428,,,,,,,,,,,,,
5,6.350856934,5.120374728,,,,,,,,,,,,,
5,6.31686377,5.123032723,,,,,,,,,,,,,
6,6.287566895,5.125356372,,,,,,,,,,,,,
6,6.259831055,5.128879566,,,,,,,,,,,,,
6,6.238538574,5.130577367,,,,,,,,,,,,,
6,6.219380371,5.133472383,,,,,,,,,,,,,
6,6.207568848,5.138281267,,,,,,,,,,,,,
6,6.201577637,5.144691095,,,,,,,,,,,,,
6,6.206509766,5.151982885,,,,,,,,,,,,,
6,6.210322266,5.161499605,,,,,,,,,,,,,
6,6.232065918,5.17398864,,,,,,,,,,,,,
6,6.259543945,5.190707278,,,,,,,,,,,,,
6,6.291273926,5.20796515,,,,,,,,,,,,,
6,6.327358887,5.229414906,,,,,,,,,,,,,
6,6.366770508,5.251259077,,,,,,,,,,,,,
6,6.398894531,5.274615716,,,,,,,,,,,,,
6,6.428541016,5.300068762,,,,,,,,,,,,,
6,6.457001465,5.322436802,,,,,,,,,,,,,
6,6.479333984,5.345955491,,,,,,,,,,,,,
6,6.498339844,5.369076505,,,,,,,,,,,,,
6,6.508365234,5.39067341,,,,,,,,,,,,,
6,6.515891113,5.412397906,,,,,,,,,,,,,
6,6.517814453,5.431336816,,,,,,,,,,,,,
6,6.513509766,5.447480362,,,,,,,,,,,,,
6,6.496040039,5.460622255,,,,,,,,,,,,,
6,6.476449219,5.470573436,,,,,,,,,,,,,
6,6.445869141,5.477836821,,,,,,,,,,,,,
6,6.418139648,5.481634289,,,,,,,,,,,,,
6,6.381418457,5.482563749,,,,,,,,,,,,,
6,6.341594238,5.484558642,,,,,,,,,,,,,
7,6.317198242,5.484092981,,,,,,,,,,,,,
7,6.280386719,5.486580078,,,,,,,,,,,,,
7,6.25997168,5.486603361,,,,,,,,,,,,,
7,6.239034668,5.487115588,,,,,,,,,,,,,
7,6.226024414,5.488539115,,,,,,,,,,,,,
7,6.208944824,5.493247882,,,,,,,,,,,,,
7,6.212214844,5.498268176,,,,,,,,,,,,,
7,6.21945459,5.506652407,,,,,,,,,,,,,
7,6.235748047,5.51789999,,,,,,,,,,,,,
7,6.265602051,5.530563649,,,,,,,,,,,,,
7,6.297364746,5.549098365,,,,,,,,,,,,,
7,6.338519531,5.567726213,,,,,,,,,,,,,
7,6.375529297,5.588246975,,,,,,,,,,,,,
7,6.413363281,5.611483939,,,,,,,,,,,,,
7,6.446563477,5.633252207,,,,,,,,,,,,,
