Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,4.77712793,1.480288687,,,,,,,,,,,,,
1,4.780206055,1.483055996,,,,,,,,,,,,,
1,4.78119043,1.486235182,,,,,,,,,,,,,
1,4.786888184,1.488004695,,,,,,,,,,,,,
1,4.787836426,1.490553492,,,,,,,,,,,,,
1,4.791851074,1.494126045,,,,,,,,,,,,,
1,4.796027832,1.496613375,,,,,,,,,,,,,
1,4.799529297,1.498722006,,,,,,,,,,,,,
1,4.808754395,1.503251609,,,,,,,,,,,,,
1,4.816779297,1.505319844,,,,,,,,,,,,,
1,4.826163574,1.511117094,,,,,,,,,,,,,
1,4.837456055,1.515350421,,,,,,,,,,,,,
1,4.856110352,1.521439757,,,,,,,,,,,,,
1,4.875433594,1.527036307,,,,,,,,,,,,,
1,4.898123535,1.536191558,,,,,,,,,,,,,
1,4.922155762,1.543155639,,,,,,,,,,,,,
1,4.955223145,1.553481095,,,,,,,,,,,,,
1,4.99198584,1.566962106,,,,,,,,,,,,,
1,5.034022461,1.579820761,,,,,,,,,,,,,
1,5.075543945,1.594490488,,,,,,,,,,,,,
1,5.120868164,1.61070365,,,,,,,,,,,,,
1,5.168956543,1.626420068,,,,,,,,,,,,,
1,5.217773438,1.645155717,,,,,,,,,,,,,
1,5.26926709,1.665665186,,,,,,,,,,,,,
1,5.319635742,1.686655101,,,,,,,,,,,,,
1,5.364669434,1.708168536,,,,,,,,,,,,,
1,5.403329102,1.730797812,,,,,,,,,,,,,
1,5.447130371,1.753438264,,,,,,,,,,,,,
1,5.486989746,1.777125522,,,,,,,,,,,,,
1,5.52475,1.800870872,,,,,,,,,,,,,
1,5.564542969,1.825003768,,,,,,,,,,,,,
1,5.602385742,1.850461587,,,,,,,,,,,,,
1,5.633160645,1.874173409,,,,,,,,,,,,,
1,5.67024707,1.898633665,,,,,,,,,,,,,
1,5.693519531,1.924213138,,,,,,,,,,,,,
1,5.723783203,1.949141384,,,,,,,,,,,,,
1,5.746000977,1.97158847,,,,,,,,,,,,,
1,5.764521484,1.99518539,,,,,,,,,,,,,
1,5.791380859,2.01955298,,,,,,,,,,,,,
1,5.808575195,2.042079344,,,,,,,,,,,,,
1,5.829929199,2.063697204,,,,,,,,,,,,,
1,5.842856445,2.084705746,,,,,,,,,,,,,
1,5.851501465,2.106283559,,,,,,,,,,,,,
1,5.855915527,2.121416852,,,,,,,,,,,,,
1,5.858060059,2.13832804,,,,,,,,,,,,,
1,5.847336426,2.151205204,,,,,,,,,,,,,
1,5.823970215,2.158075105,,,,,,,,,,,,,
1,5.795334961,2.160538221,,,,,,,,,,,,,
1,5.753310547,2.162183868,,,,,,,,,,,,,
1,5.70427002,2.157614799,,,,,,,,,,,,,
1,5.641577637,2.150324639,,,,,,,,,,,,,
1,5.576168457,2.139912685,,,,,,,,,,,,,
1,5.499143555,2.124862978,,,,,,,,,,,,,
1,5.411012695,2.107894048,,,,,,,,,,,,,
1,5.312043457,2.085261978,,,,,,,,,,,,,
1,5.204587891,2.063263673,,,,,,,,,,,,,
1,5.097287109,2.038487,,,,,,,,,,,,,
1,4.988695313,2.012489364,,,,,,,,,,,,,
1,4.881652344,1.985991839,,,,,,,,,,,,,
1,4.771361328,1.95634691,,,,,,,,,,,,,
1,4.65744043,1.928775222,,,,,,,,,,,,,
1,4.546927734,1.9021841,,,,,,,,,,,,,
1,4.44168457,1.872086781,,,,,,,,,,,,,
1,4.334852051,1.845258521,,,,,,,,,,,,,
1,4.233309082,1.816656091,,,,,,,,,,,,,
1,4.13616748,1.789764268,,,,,,,,,,,,,
1,4.029753174,1.762075699,,,,,,,,,,,,,
2,3.942109375,1.737014158,,,,,,,,,,,,,
2,3.862723389,1.711255638,,,,,,,,,,,,,
2,3.784480225,1.689480967,,,,,,,,,,,,,
