stress_ratio,cycles_to_failure,stress_max,stress_lowerbound,stress_upperbound
10.0,440000,152.1047135517585,159.223877441643,140.04930875438671
10.0,450000,151.8955877525791,159.04945012199082,139.75359804884195
10.0,460000,151.69105849902485,158.87909792113751,139.4641457696249
10.0,470000,151.4909280668378,158.71263618629885,139.18069206342548
10.0,480000,151.29501122151416,158.54989248599392,138.9029929339854
10.0,490000,151.10313418803128,158.39070555806256,138.63081897791167
10.0,500000,150.9151337246644,158.23492436820644,138.36395424397347
10.0,510000,150.7308562885242,158.08240726543605,138.1021952016902
10.0,520000,150.55015728212584,157.93302122272172,137.8453498068845
10.0,530000,150.37290037172713,157.786641152759,137.59323665346514
10.0,540000,150.19895686938514,157.64314929012278,137.34568420206745
10.0,550000,150.02820517171475,157.50243463224314,137.10253007734454
10.0,560000,149.86053024921836,157.36439243262004,136.863620426709
10.0,570000,149.69582318081476,157.22892374053941,136.62880933418575
10.0,580000,149.53398072885025,157.0959349822696,136.39795828379405
10.0,590000,149.37490495043932,156.96533757934046,136.17093566751828
10.0,600000,149.2185028414704,156.83704760004218,135.94761633349512
10.0,610000,149.06468601003695,156.71098544073553,135.72788117053958
10.0,620000,148.91337037642234,156.5870755339755,135.51161672555457
10.0,630000,148.7644758970893,156.4652460807834,135.29871485075648
10.0,640000,148.6179263104055,156.3454288047199,135.0890723779639
