Machine_Displacement,Machine_Load,u--#,v--#,exx--#,eyy--# ,exy--#,Th_chamber,Specimen Name
0.327956,219.85703,0.0135576,-0.181215,-0.00144195,0.0033259,0.000145237,50,
0.331371,217.779346,0.0125094,-0.18312,-0.00148479,0.0033414,0.000170265,50,
0.350118,225.316989,0.0131547,-0.185115,-0.00147818,0.00336111,0.000209548,50,
0.338973,226.073975,0.0143204,-0.187076,-0.0015163,0.00340524,0.000211181,50,
0.357205,220.984455,0.0157143,-0.188772,-0.00155512,0.0034486,0.000213608,50,
0.369768,231.46951,0.0137693,-0.190518,-0.00153609,0.00345785,0.000197068,50,
0.370025,228.522098,0.0138857,-0.192428,-0.00152687,0.00350461,0.000203925,50,
0.357591,229.134129,0.015553,-0.194643,-0.00153738,0.00354772,0.000175523,50,
0.382008,232.37145,0.0153709,-0.196536,-0.00155468,0.00361074,0.000131066,50,
0.375501,238.169638,0.0140821,-0.198093,-0.00156259,0.00364247,0.000109716,50,
0.391672,240.102367,0.0145099,-0.199857,-0.00147978,0.00367761,9.06E-05,50,
0.399467,240.215109,0.0159147,-0.202244,-0.0014726,0.00371628,7.53E-05,50,
0.391221,247.833283,0.0176005,-0.204178,-0.0014272,0.00376259,8.91E-05,50,
0.379947,251.45715,0.0158224,-0.205907,-0.00153101,0.00378822,7.37E-05,50,
0.39863,248.38089,0.0148722,-0.207714,-0.001573,0.00380434,6.86E-05,50,
0.391672,256.707731,0.0170929,-0.209543,-0.00162113,0.00380342,9.96E-05,50,
0.4081,252.745636,0.0169837,-0.21133,-0.00169939,0.00383108,0.000133843,50,
0.397728,263.810511,0.0149478,-0.21318,-0.00181537,0.00386424,0.000147909,50,
0.390126,265.566073,0.0150159,-0.214858,-0.00188828,0.00390689,0.000115498,50,
0.422789,261.265751,0.0171281,-0.216277,-0.00189563,0.00393888,0.000123338,50,
0.431937,265.839876,0.0189516,-0.217812,-0.00185448,0.00397938,0.000123493,50,
0.413254,270.285153,0.0171387,-0.220187,-0.00182995,0.00402498,0.000128494,50,
0.410677,275.729007,0.0160838,-0.221985,-0.0018092,0.00408304,0.000138365,50,
0.417377,275.712901,0.0188635,-0.223141,-0.00183731,0.00414202,0.00013771,50,
0.432066,273.232566,0.0196705,-0.225058,-0.00188242,0.00422419,0.000145686,50,
0.419181,284.168592,0.0173299,-0.227678,-0.00184789,0.00427411,0.000168671,50,
0.445273,279.111284,0.0171728,-0.230001,-0.00182759,0.00431721,0.000170555,50,
0.455516,285.811412,0.0191454,-0.23171,-0.00176807,0.00435737,0.000173209,50,
0.448945,285.312123,0.0204,-0.233413,-0.00184016,0.00439482,0.000180017,50,
0.443791,288.678293,0.0191054,-0.235832,-0.00184398,0.00442312,0.000176422,50,
0.459962,291.416327,0.0177679,-0.238234,-0.0018557,0.00445337,0.000167501,50,
0.4512,290.482174,0.0212427,-0.24039,-0.0019018,0.00447493,0.000161908,50,
0.437477,295.201255,0.0225112,-0.242136,-0.00194377,0.00448935,0.000156486,50,
0.446432,302.465096,0.0201886,-0.243842,-0.00195014,0.00451754,0.000141394,50,
0.456483,306.008433,0.019181,-0.245712,-0.00190274,0.00454426,0.000102835,50,
0.478065,298.229197,0.0212628,-0.247934,-0.00189403,0.00457884,7.23E-05,50,
0.486891,299.517683,0.0223289,-0.24983,-0.0019989,0.00463945,1.42E-05,50,
0.460284,309.036375,0.02147,-0.251369,-0.00208295,0.00469384,-3.82E-05,50,
0.461379,306.314448,0.0196482,-0.253049,-0.00205703,0.00473916,-2.82E-05,50,
0.465502,315.881459,0.022599,-0.255291,-0.00210341,0.00475925,-1.90E-05,50,
0.478387,317.153839,0.0253045,-0.257651,-0.00220698,0.00477314,3.51E-05,50,
0.473491,320.906555,0.0245488,-0.259394,-0.00225408,0.00479349,8.26E-05,50,
0.505574,315.800928,0.0225084,-0.261076,-0.00230457,0.00481058,0.000142314,50,
0.514529,319.392584,0.0254243,-0.265155,-0.00238335,0.004869,0.00016993,50,
0.495846,328.556942,0.0270689,-0.266931,-0.00237975,0.00489933,0.000173604,50,
0.525288,325.528999,0.0246708,-0.268729,-0.00233978,0.00493204,0.000129569,50,
0.53115,327.832169,0.0251084,-0.270583,-0.0023181,0.00495835,0.000106277,50,
0.528122,326.253773,0.0268166,-0.272273,-0.00231345,0.00499131,0.000110095,50,
0.530055,331.407718,0.0279345,-0.274107,-0.00230512,0.00503602,0.000150973,50,
0.543391,339.444651,0.027542,-0.276179,-0.00225173,0.00508312,0.000194204,50,
0.519361,340.330486,0.0274699,-0.278181,-0.00209763,0.00511713,0.000211948,50,
0.55022,337.656877,0.0262437,-0.279944,-0.00212122,0.00514956,0.00018728,50,
0.519232,346.821235,0.0270051,-0.281654,-0.00199974,0.00518042,0.000186059,50,
0.537528,349.253253,0.0270542,-0.283621,-0.0019735,0.0052154,0.000163233,50,
0.537528,347.884237,0.0279476,-0.285677,-0.00204266,0.00525497,0.000168639,50,
0.540234,354.19782,0.02724,-0.287439,-0.00202118,0.00530624,0.000168753,50,
0.548609,353.988441,0.0254835,-0.289063,-0.00208171,0.0053749,0.00022566,50,
0.572704,356.903641,0.0261705,-0.290946,-0.002054,0.00544726,0.000226598,50,
0.561108,357.096914,0.0291953,-0.29357,-0.00203666,0.00547915,0.000240536,50,
0.557113,364.682877,0.0278728,-0.295912,-0.00209124,0.0055048,0.000230032,50,
0.588101,362.460238,0.0259371,-0.297825,-0.00214287,0.00554308,0.000254282,50,
0.573155,363.990316,0.0247747,-0.299518,-0.0021567,0.00556808,0.000311614,50,
0.585138,363.958104,0.0265911,-0.301857,-0.00223006,0.005618,0.00030354,50,
0.5939,365.568712,0.0282266,-0.304499,-0.00235146,0.00564627,0.000244427,50,
0.59609,374.443162,0.0262236,-0.306431,-0.00252958,0.00567846,0.000214166,50,
0.570449,378.550212,0.0248146,-0.308185,-0.00256091,0.00571905,0.000220626,50,
0.592998,375.103511,0.0272548,-0.310416,-0.00246448,0.00576929,0.000224142,50,
0.584494,379.983653,0.0283684,-0.312929,-0.00240457,0.00581459,0.000229461,50,
0.589841,390.06606,0.0277408,-0.315289,-0.00245556,0.00587446,0.000273657,50,
0.593449,391.78941,0.0264651,-0.317408,-0.00254751,0.00591932,0.000294192,50,
0.604916,385.330872,0.0268669,-0.319453,-0.00273716,0.00596394,0.000289929,50,
0.629913,386.377767,0.0292567,-0.321765,-0.00277804,0.0060081,0.00030138,50,
0.608395,398.537858,0.0288079,-0.32429,-0.00278172,0.00605433,0.000272886,50,
0.617221,399.327056,0.02816,-0.326648,-0.00274106,0.00609525,0.000278705,50,
0.62579,395.220005,0.0303199,-0.328364,-0.00269601,0.00611879,0.000283262,50,
0.644408,400.261209,0.031005,-0.330339,-0.00263411,0.00612483,0.000308674,50,
0.625339,403.079773,0.029156,-0.332642,-0.00262332,0.00615676,0.000327311,50,
0.621087,407.315672,0.0285602,-0.3348,-0.00266367,0.00621556,0.000339198,50,
0.663993,409.715478,0.029797,-0.336651,-0.00270609,0.00625332,0.000316287,50,
0.637257,414.869424,0.0314632,-0.338559,-0.00273737,0.00629904,0.000298129,50,
0.636484,414.048014,0.0297154,-0.340603,-0.00278375,0.00635177,0.000278073,50,
0.661094,416.44782,0.0283287,-0.342943,-0.00286928,0.00640495,0.000252371,50,
0.65987,421.070266,0.0313102,-0.345059,-0.00284761,0.00644655,0.000252857,50,
0.663929,421.360175,0.0334591,-0.347126,-0.00277482,0.00649179,0.000234518,50,
0.649949,425.805454,0.0312827,-0.34921,-0.00266528,0.00655904,0.000266966,50,
0.682161,420.200537,0.029393,-0.351455,-0.00265443,0.00662937,0.000292094,50,
0.677071,426.932879,0.029892,-0.35358,-0.00268775,0.00667173,0.000297222,50,
0.677909,427.979775,0.0322529,-0.35592,-0.00259611,0.00672277,0.00029045,50,
0.692855,432.747175,0.0308357,-0.358168,-0.00259673,0.00676653,0.000275955,50,
0.672691,440.993489,0.0290152,-0.362452,-0.00267726,0.00682126,0.000262166,50,
0.677716,442.79737,0.0316399,-0.364677,-0.00276671,0.00684654,0.000243844,50,
0.697301,445.873632,0.0299882,-0.366874,-0.00280676,0.00686362,0.000211824,50,
0.701875,451.317488,0.0284184,-0.368734,-0.00284122,0.0069157,0.000212324,50,
0.721202,446.533982,0.0283332,-0.370645,-0.00289976,0.00694588,0.00022903,50,
0.713278,452.396596,0.031067,-0.372883,-0.0029032,0.00699589,0.000236996,50,
0.711216,453.94278,0.0310548,-0.375086,-0.00291221,0.00703617,0.000243166,50,
0.717079,458.855135,0.0285293,-0.377091,-0.00296327,0.0070753,0.00022087,50,
0.731252,451.494655,0.0284352,-0.379186,-0.00300181,0.00710133,0.000206452,50,
0.729706,457.856558,0.0314557,-0.381019,-0.00302642,0.00714089,0.000191853,50,
0.744395,457.727709,0.0311076,-0.382924,-0.00312653,0.00719084,0.000195288,50,
0.73544,468.325512,0.0303056,-0.385205,-0.00305634,0.00724646,0.0002041,50,
0.757666,463.960763,0.0296796,-0.38746,-0.00303439,0.00730009,0.000210336,50,
0.728869,473.286185,0.0309407,-0.389571,-0.00301572,0.00734675,0.000201731,50,
0.746585,470.097181,0.0313292,-0.391555,-0.00303461,0.00738695,0.000201737,50,
0.747809,476.120856,0.0296118,-0.393928,-0.00307211,0.00743013,0.000201497,50,
0.765139,470.902485,0.0293982,-0.396354,-0.00308599,0.00746108,0.000237428,50,
0.762498,478.262965,0.0318782,-0.398494,-0.00306362,0.00753593,0.000245921,50,
0.756056,487.185736,0.0308694,-0.400711,-0.00308281,0.00761135,0.000250668,50,
0.754767,484.57655,0.0298674,-0.40298,-0.00317571,0.0076457,0.000235612,50,
0.795097,483.916201,0.0303248,-0.405562,-0.00318789,0.00768398,0.000214867,50,
0.789814,485.220794,0.0319148,-0.408237,-0.00319484,0.00771931,0.000209925,50,
0.776478,487.685024,0.0317508,-0.410498,-0.00317451,0.00776633,0.000214929,50,
0.7998,494.44958,0.0298787,-0.412596,-0.00319342,0.00780882,0.000227884,50,
0.789621,499.7968,0.029676,-0.415078,-0.00318552,0.00784611,0.000228833,50,
0.80315,496.478946,0.0326693,-0.417852,-0.00313441,0.00789877,0.000213081,50,
0.805598,498.121767,0.0324056,-0.420303,-0.00310297,0.00794482,0.00020293,50,
0.807273,502.09997,0.0307932,-0.422467,-0.00312478,0.00797355,0.000186082,50,
0.813007,509.589299,0.0312036,-0.424815,-0.00316082,0.00801049,0.000187938,50,
0.798769,504.258185,0.032844,-0.427278,-0.00317982,0.00804383,0.000168803,50,
0.832334,506.609674,0.0332252,-0.429638,-0.00322232,0.00807686,0.000161425,50,
0.833816,508.655146,0.0316475,-0.431845,-0.00320793,0.00811128,0.000192537,50,
0.829435,522.425849,0.032755,-0.436233,-0.0032257,0.0082386,0.00023318,50,
0.824088,521.201787,0.0316315,-0.452862,-0.00337917,0.00859259,0.000181598,50,
0.836006,528.96492,-0.0952802,-0.130508,-0.00107226,0.00385105,0.00126635,50,
